id,name,ann_count,label_valid,
2520,Lithophyton,519,,
2522,white band disease,17,,
2523,Yellow band disease,1,,
2524,Sponge disease,33,,
2525,Gustavia,0,,
2526,Arabastrea,1,,
2527,Oysters,11907,,
2528,Ulva,0,,
2529,Limpets,8,,
2530,Brown turfing algae,419,,
2531,Red turfing algae,0,,
2532,Green turfing algae,2490,,
2533,brown encrusting algae,1068,,
2534,Green encrusting algae,17,,
2536,Acetabularia spp.,84,,
2537,Sargassum spp.,1614,,
2538,Stypopodium spp.,238,,
2539,Microdictyon spp.,8529,,
2540,Caulerpa spp.,0,,
2541,Udotea spp.,147,,
2542,Wrangelia sp.,40,,
2543,Cyanobacteria,79562,,
2544,Dead Gorgonian,397,,
2545,Wand,995,,
2546,Other,8538,,
2547,Hardpan,4324,,
2548,Ulva Lat.,0,,
2549,Brown encrusting alga,45958,,
2550,Red encrusting algae,960,,
2551,Green encrusting alga,935,,
2552,Colpomenia sinuosaa,0,,
2553,Barnacless,0,,
2554,Oysterss,0,,
2555,Limpetss,0,,
2556,Spirorbidae,0,,
2557,dead corallina,1834,,
2558,Glue,3953,,
2559,Dead oysters,2376,,
2560,Cycloseris curvata,60,,
2561,Chiton Pelliserpentis,21,,
2562,Jania Sp.,1982,,
2563,Unknown Algae,390,,
2564,Seagrass (Enhalus),0,,
2565,Seagrass (Enhalus acoroides),0,,
2567,Epiphytic algae,282,,
2568,Astrangia,0,,
2569,Porites nodular branches,297,,
2570,Porites compressa morpho 1 fingers,5539,,
2571,Porites compressa morpho 2 fused branches,37,,
2572,Porites encrusting-plates,1243,,
2573,Pocillopora cauliflower,1405,,
2574,Cyanobacteria on all substrates,6,,
2575,Macrolagae all genera,493,,
2576,Volcanic sediment,224,,
2577,Diaddema,107,,
2578,Tripneustes spp,64,,
2579,Echinometra spp,125,,
2580,Montipora capitata morpho 1,1962,,
2581,Montipora capitata morpho 2,4230,,
2582,Montipora incrassata,0,,
2583,Montipota other,0,,
2584,P. duerdeni,6,,
2585,Faviidae Siderastreidae,2,,
2586,Bleached Poritidae massive,396,,
2587,Bleached Poritidae branching,0,,
2588,Bleached Porites nodular brnaches,0,,
2589,Bleached Porites encrusting-plates,15,,
2590,Acroporidae branching bleached (white),3133,,
2591,Acroporidae hispidose bleached,50,,
2592,Acroporidae Other Bleached,2,,
2593,Acroporidae plate/encrusting Bleached,86,,
2594,Acropora corymbose/tabular/plate Bleached,1396,,
2595,Acropora digitate/finger-like Bleached,0,,
2596,Favidae-Mussidae massive/meandroid Bleached,3782,,
2597,MASE: Other Bleached,6,,
2598,TFP: Visible Relief Structures Bleached,152,,
2599,TFP: Visible Round Corallites Bleached,17,,
2600,BRA: Other Bleached (white),10,,
2601,Other Hard Coral Bleached (white),4,,
2602,Pocilloporidae Bleached (white),371,,
2603,Poritidae branching Bleached (white),0,,
2604,Poritidae encrusting Bleached (white),0,,
2605,Poritidae massive Bleached (white),204,,
2606,Sea fans/plumes Bleached,0,,
2607,Alcyoniidae Bleached (white),8640,,
2608,Other Soft Coral Bleached,23,,
2610,PNG-Tunicate-Solitary,112,,
2611,Halophila hawaiiana,142,,
2612,Loimia medusa,0,,
2613,Reteporellina denticulata,5,,
2614,Linckia sp.,3,,
2615,NC_CA,1981,,
2616,Astrea,350,,
2617,Dots off,4083,,
2618,Thick Sediment Over Rock,997,,
2619,Thin Sediment over Rock,2639,,
2620,Very Thin Sediment over Rock,12,,
2621,Lightly Biofilmed Rock,115,,
2622,Biofilmed Rock,329,,
2623,Endolithic Algae on Rock,0,,
2624,Biofilmed Rubble,231,,
2625,Biofilmed Pebbles,127,,
2626,Thin Turf/Biofilm on Rock,151,,
2627,Bare Pebbles,542,,
2628,Bare Rubble,1753,,
2629,Other Turf,9,,
2630,Thin Turf Algae,2558,,
2631,Macroalgal Turf,927,,
2632,Thin Turf on Rubble,2,,
2633,Thick Turf on Rubble,5,,
2634,Macroalgal Turf on Rubble,36,,
2635,Thin Turf on Pebbles,11,,
2636,Thick Turf on Pebbles,8,,
2637,Macroalgal Turf on Pebbles,12,,
2638,Foliose Peysso on Rubble,9,,
2639,Foliose CCA on Rubble,7,,
2640,Lobed Macroalgae,662,,
2641,Lobed Macroalgae over Sand,13,,
2642,Turfy Macroalge over Sand,3,,
2643,Clumpy Brown Macroalgae,32,,
2644,Sandy Turf,101386,,
2646,Macroalgae-covered Sand,3,,
2647,Red Leafy Macroalgae,91,,
2648,Thick Branching Green Macroalgae,189,,
2649,Thin Patchy CCA,4312,,
2650,Thick CCA,4077,,
2651,Encrusting Peysso,2923,,
2652,Foliose Peysso,269,,
2653,Pey/CCA,36,,
2654,Rubble CCA,571,,
2655,Pebble CCA,55,,
2656,Rubble Peysso,813,,
2657,Pebble Peysso,56,,
2658,Thick Branching CCA,2,,
2659,Orbicella,4848,,
2660,0mm Encrusting Sponge,116,,
2661,5mm Encrusting Sponge,52,,
2662,1cm Encrusting Sponge,36,,
2663,3cm Encrusting Sponge,0,,
2664,1cm Tube Sponge,6,,
2665,3cm Tube Sponge,8,,
2666,5cm Tube Sponge,6,,
2667,7cm Tube Sponge,1,,
2668,10cm Tube Sponge,4,,
2669,20 cm Tube Sponge,2,,
2670,50cm Tube Sponge,0,,
2671,1cm Rope Sponge,75,,
2672,3cm Rope Sponge,24,,
2673,5cm Rope Sponge,7,,
2674,7cm Rope Sponge,3,,
2675,3cm Massive Sponge,1,,
2676,5cm Massive Sponge,2,,
2677,7cm Massive Sponge,1,,
2678,10cm Massive Sponge,1,,
2679,20cm Massive Sponge,0,,
2680,50cm Massive Sponge,0,,
2681,1m Massive Sponge,0,,
2682,3cm Multitubed Sponge,9,,
2683,5cm Multitubed Sponge,10,,
2684,7cm Multitubed Sponge,8,,
2685,10cm Multitubed Sponge,8,,
2686,20cm Multitubed Sponge,0,,
2687,50cm Multitubed Sponge,0,,
2688,3cm Ball Sponge,6,,
2689,5cm Ball Sponge,6,,
2690,7cm Ball Sponge,3,,
2691,10cm Ball Sponge,6,,
2692,20cm Ball Sponge,0,,
2693,50cm Ball Sponge,0,,
2694,0mm Yellow Encrusting Sponge,27,,
2695,5mm Yellow Encrusting Sponge,42,,
2696,1cm Yellow Encrusting Sponge,13,,
2697,3cm Yellow Encrusting Sponge,0,,
2698,5cm Yellow Encrusting Sponge,0,,
2699,1cm Thick Encrusting Yellow Sclerosponge,13,,
2700,3cm Thick Encrusting Yellow Sclerosponge,1,,
2701,5cm Thick Encrusting Yellow Sclerosponge,0,,
2702,7cm Thick Encrusting Yellow Sclerosponge,0,,
2703,10cm Thick Encrusting Yellow Sclerosponge,0,,
2704,20cm Thick Encrusting Yellow Sclerosponge,0,,
2705,3cm Xestospongia muta,13,,
2706,5cm Xestospongia muta,10,,
2707,7cm Xestospongia muta,11,,
2708,10cm Xestospongia muta,32,,
2709,20cm Xestospongia muta,28,,
2710,50cm Xestospongia muta,4,,
2711,1m Xestospongia muta,0,,
2712,3cm Agelas conifera/tubulata,30,,
2713,5cm Agelas conifera/tubulata,34,,
2714,7cm Agelas conifera/tubulata,15,,
2715,10cm Agelas conifera/tubulata,43,,
2716,20cm Agelas conifera/tubulata,4,,
2717,1cm Sponge,293,,
2718,3cm Sponge,103,,
2719,5cm Sponge,40,,
2720,7cm Sponge,22,,
2721,10cm Sponge,39,,
2722,20cm Sponge,5,,
2723,50cm Sponge,0,,
2724,5c Yellow Ear Sponge,11,,
2725,7cm Yellow Ear Sponge,2,,
2726,10cm Yellow Ear Sponge,2,,
2727,20cm Yellow Ear Sponge,0,,
2728,50cm Yellow Ear Sponge,0,,
2729,1m Yellow Ear Sponge,0,,
2730,3cm Elkhorn Agelas,4,,
2731,5cm Elkhorn Agelas,0,,
2732,7cm Elkhorn Agelas,0,,
2733,10cm Elkhorn Agelas,0,,
2734,20cm Elkhorn Agelas,0,,
2735,1cm Aplysina Rope,5,,
2736,3cm Aplysina Rope,1,,
2737,5cm Aplysina Rope,0,,
2738,7cm Aplysina Rope,0,,
2739,5mm White Encrusting Sponge,0,,
2740,1cm White Encrusting Sponge,0,,
2741,3cm White Encrusting Sponge,3,,
2742,5cm White Encrusting Sponge,0,,
2743,1cm Plakortis,42,,
2744,3cm Plakortis,19,,
2745,5cm Plakortis,2,,
2746,7cm Plakortis,0,,
2747,10cm Plakortis,0,,
2748,20cm Plakortis,0,,
2749,3cm White Tube Sponge,0,,
2750,5cm White Tube Sponge,1,,
2751,7cm White Tube Sponge,1,,
2752,10cm White Tube Sponge,0,,
2753,5mm Thin Ear Sponge,1,,
2754,1cm Thin Ear Sponge,10,,
2755,3cm Thin Ear Sponge,14,,
2756,5cm Thin Ear Sponge,0,,
2757,7cm Thin Ear Sponge,1,,
2758,10cm Thin Ear Sponge,0,,
2759,1cm Myrmekioderma,1,,
2760,3cm Myrmekioderma,0,,
2761,5cm Myrmekioderma,1,,
2762,7cm Myrmekioderma,0,,
2763,10cm Myrmekioderma,1,,
2764,20cm Myrmekioderma,1,,
2765,1cm Orange Agelas,2,,
2766,3cm Orange Agelas,1,,
2767,5cm Orange Agelas,1,,
2768,7cm Orange Agelas,1,,
2769,10cm Orange Agelas,0,,
2770,20cm Orange Agelas,1,,
2771,50cm Orange Agelas,0,,
2772,3cm Brown and White Sponge,0,,
2773,5cm Brown and White Sponge,1,,
2774,7cm Brown and White Sponge,0,,
2775,10cm Brown and White Sponge,0,,
2776,20cm Brown and White Sponge,0,,
2777,50cm Brown and White Sponge,0,,
2778,Come Back To,11,,
2779,Too Dark,941,,
2780,Motile Invertebrate,149,,
2781,Sea Fan,70,,
2782,Thin Soft Octocoral,187,,
2783,Thick Soft Octocoral,122,,
2784,Turfy Biotic Matrix,2250,,
2785,Turf On Pebbles,808,,
2786,5mm Sponge,98,,
2787,ARMS-Biofilm,24255,,
2788,Turfy Biotic Matrix on Pebbles,123,,
2789,Turfy Biotic Matrix on Rubble,46,,
2790,Coral skeleton,6,,
2791,Scuzz,18261,,
2792,Miscellaneous algae,6717,,
2793,Montipora capitata paled,52,,
2794,Porites compressa paled,16,,
2795,ARMS-Clear Biofilm,9824,,
2796,Dendropoma cristatum,6,,
2797,Vermetus triquetrus,116,,
2798,Acanthophora nayadiformis,454,,
2799,Chondracanthus acicularis,0,,
2800,Pterocladiella capillacea,25,,
2801,Padina pavonica,231,,
2802,Sargassum vulgare,1,,
2803,Scytosiphon lomentaria,0,,
2804,Stypopodium schimperi,0,,
2805,Taonia atomaria,9,,
2806,Cellana rota,3,,
2807,Palisada perforata,65,,
2808,Pinctada imbricata,0,,
2809,Pinctada imbricata radiata,0,,
2810,Echinolittorina punctata,53,,
2811,Melarhaphe neritoides,33,,
2812,Chthamalus stellatus,5837,,
2813,Euraphia depressa,5,,
2814,Actinia equina,1,,
2815,Palaemon elegans,0,,
2816,Eriphia verrucosa,0,,
2817,Phorcus turbinatus,5,,
2818,Chthamalus stellatus (dead),2542,,
2819,Cystoseira compressa,0,,
2820,Pachygrapsus transversus,1,,
2821,Fissurella nubecula,0,,
2822,Chiton olivaceus,0,,
2823,Hypnea esperi,27,,
2824,Euraphia depressa (dead),4,,
2825,Vermetus triquetrus (dead),184,,
2826,Thalassia Testudinum,691,,
2827,Syringodium filiforme,513,,
2828,Dictyota dichotoma,5064,,
2829,Phyllospora comosa,17,,
2830,Zonaria diesingiana,0,,
2831,Macroalgae: Laminate: Brown: L. variegata,0,,
2832,Macroalgae: Large canopy-forming: P. comosa,0,,
2833,Macroalgae:Filamentous/filiform:Polysiphonia,0,,
2834,Macroalgae:Filamentous/filiform:Red:Asparogop,0,,
2835,Macroalgae:Encrusting:Green: Codium dimorphum,0,,
2836,Dry ulva,165,,
2837,Patella caerulea,0,,
2838,Patella aspera,0,,
2839,Limpets homing,3,,
2840,Bleached ellisolandia elongata,1089,,
2841,Bleached Jania rubens,4923,,
2842,Bleached Palisada perforata,900,,
2843,Rubbles,6135,,
2844,Microbial mats,1130,,
2845,Macroalgae:Encrusting:Red:Calcareous:Crustose,2632,,
2846,Macroalge:Filamentous:Red:Polysiphonia,0,,
2847,Macroalgae:Encrusting:Red:Non-calcareous,135,,
2848,Macroalgae:Filamentous:Red:Asparogopsis,0,,
2849,Macroalgae:Filamentous:Green:Cladophora,0,,
2850,Macroalge:Filamentous:Green:Chaetomorpha,19,,
2851,Macroalgae:Encrusting:Red:Calcareou:Rhodolith,51,,
2852,Macroalgae:Filamentous:Green:Apjohnia,0,,
2853,Macroalgae:Filamentous:Brown:Hincksia,0,,
2854,Macroalgae:Encrusting:Green:Non-Calcareous:CD,0,,
2855,Macroalgae:Filamentous:Brown:Ectocarpus,55,,
2856,Macroalge: Membraneous: Red: Porphyra,4,,
2857,Macroalgae: Membraneous: Red: Kallymenia,0,,
2858,Macroalgae:ArticulatedCalcareus:Red:Corallina,93,,
2859,Macroalgae: Membraneous: Red: Martensia,24,,
2860,Macroalgae:Articulated-Calcareous:Green,0,,
2861,Macroalgae: Membraneous: Red: Schizymenia,0,,
2862,Macroalgae: Membraneous: Red: Grateloupia,1,,
2863,Macroalgae:ArticulatedCalcareous:Red:Amphiroa,674,,
2864,Macroalgae: Membraneous: Red: Schizoseris,3,,
2865,Macroalgae: Membraneous: Green: Ulva,19,,
2866,Macroalgae:ArticulatedCalcareous:Red:Rhodopel,51,,
2867,Macroalgae: Membraneous: Brown: Dictyota,448,,
2868,Macroalgae:ArticulatedCalcareous:Red:Metagoni,0,,
2869,Macroalgae: Membraneous: Brown: Petalonia,4,,
2870,Macroalgae: Laminate: red: sonderopelta,0,,
2871,Macroalgae:ArticulatedCalcareous:Red:Haliptal,0,,
2872,Macroalgae: Laminate: red: peysonnelia,0,,
2873,Macroalgae:ArticulatedCalcareous:Red:Jania,0,,
2874,Macroalgae: Laminate: red: rhipiliopsis,0,,
2875,Macroalgae: Laminate: green: dictyosphaeria,0,,
2876,Macroalgae: Laminate: green: udotea,0,,
2877,Macroalgae: Laminate: brown: lobophora,30,,
2878,Macroalgae: Laminate: brown: padina,89,,
2879,Macroalgae:Laminate:Brown: Zonaria Turneriana,1302,,
2880,Bleached ulva,8,,
2881,Leptoseris hawaiiensis,1630,,
2882,Pachyseris plating,712,,
2883,Mycedium plating,67,,
2884,Galeolaria,0,,
2885,Hormosira,0,,
2886,Triphyllozoon,0,,
2887,Sycozoa,0,,
2888,Carijoa,196,,
2889,Botrylloides,124,,
2890,Corynactis,13,,
2891,Cellepora,10,,
2892,Pavona massive/encrusting,216,,
2893,Macroalgae:Filamentous:Red:Polysiphonia,0,,
2894,Macroalg:Filamentous:Red:Polysiphonia,0,,
2895,Macroalgae: Globose: red: gloiosaccion,0,,
2896,Macroalgae: Globose: green: codium,1,,
2897,Macroalgae:ErectFineBranching:Red:Dasya,0,,
2898,Macroalgae: Globose: green: Derbesia,0,,
2899,Macroalgae: Globose: brown: Colpomenia,92,,
2900,Macroalgae:ErectFineBranching:Red:Dictyomenia,0,,
2901,Macroalgae: Globose: brown: c,0,,
2902,Macroalgae: Globose: brown: Leathesia,0,,
2903,Macroalgae:ErectFineBranching:Red:Deliseapulc,0,,
2904,Macroalgae:ErectFineBranching:Red:Areschougia,8,,
2905,Macroalg:ErectFineBranching:Red:Phacelocarpus,0,,
2906,Macroalgae:Erectcoarseb:red:botryocladia,0,,
2907,Macroalgae:Erectcoarseb:red:betaphycus,0,,
2908,Macroalgae:Erectcoarseb:red:thamnoclonium,0,,
2909,Macroalgae:ErectFineBranching:Red:Gracilaria,0,,
2910,Macroalgae:Erectcoarseb:green:codium duthiaea,0,,
2911,Macroalgae:ErectFineBranching:Red:Galaxaura,0,,
2912,Macroalgae:Erectcoarseb:green:codium fragile,0,,
2913,Macroalgae:Erectcoarseb:green:codium cuneatum,0,,
2914,Macroalgae:ErectFineBranching:Red:Euptilota,0,,
2915,Macroalgae:Erectcoarseb:green:caulerpa flex,0,,
2916,Macroalgae:ErectFineBranching:Red:Soleria,0,,
2917,Macroalg:ErectFineBranching:Green:Caulerpatax,0,,
2918,Macroalg:ErectFineBranching:Green:Caulerpaobs,0,,
2919,Macroalgae:Erectcoarseb:green:caulerpa cact.,3,,
2920,Macroalgae:Erectcoarseb:green:caulerpa hodg.,0,,
2921,Macroalg:ErectFinBranching:Green:Caulerpialon,0,,
2922,Macroalgae:Erectcoarseb:green:caulerpa race.,0,,
2923,Macroalgae:Erectcoarseb:green:caulerpa papil.,0,,
2924,Macroalgae:ErectFineBranching:Brown:Carpomitr,0,,
2925,Macroalgae:Erectcoarseb:brown:seirococcus,1,,
2926,Macroalgae:Erectcoarseb:brown:hormosia,0,,
2927,Macroalgae:ErectFineBranching:Brown:Perithali,0,,
2928,Macroalgae:Erectcoarseb:brown:xiphophora,0,,
2929,Macroalgae:Erectcoarseb:brown:scaberia,1,,
2930,Macroalgae:ErectFineBranching:Brown:Pachydict,11,,
2931,Macroalgae:Erectcoarseb:brown:caulocystis,0,,
2932,Macroalgae:ErectFineBranching:Brown:Lobospira,1,,
2933,Macroalgae:Erectcoarseb:brown:sargassum,935,,
2934,Macroalgae:Erectcoarseb:brown:cystophora mon.,0,,
2935,Macroalg:ErectFineBranching:Brown:Sporochnus,0,,
2936,Macroalgae:Erectcoarseb:brown:cystophora tor.,0,,
2937,Macroalgae:Erectcoarseb:brown:acrocarpia,1,,
2938,Macroalgae:Erectcoarseb:brown:carpoglosum,0,,
2939,Macroalg: Large Canopy Forming: Phyllosphora,1044,,
2940,0mm Sponge Maybe,14,,
2941,5mm Sponge Maybe,13,,
2942,1cm Sponge Maybe,31,,
2943,3cm Sponge Maybe,7,,
2944,5cm Sponge Maybe,1,,
2945,7cm Sponge Maybe,1,,
2946,10cm Sponge Maybe,0,,
2947,20cm Sponge Maybe,0,,
2948,50cm Sponge Maybe,0,,
2949,1m Sponge Maybe,0,,
2950,Foliose CCA,247,,
2951,Brown/Green Algal Crust,270,,
2952,Herdmania,23,,
2953,1cm Agelas conifera/tubulata,17,,
2954,5mm Agelas conifera/tubulata,0,,
2955,Poritidae plating,97,,
2956,Bleached Dictyota dichotoma,60,,
2957,Bleached cladophora,16,,
2958,Yuzurua poiteaui,0,,
2959,Leptoseris plating/encrusting,113,,
2960,White Space,1005,,
2961,offcameraspace,0,,
2963,Xestospongia,2062,,
2964,Aplysina spp.,466,,
2965,Porites-mound,570,,
2966,Measuring Stick,502,,
2967,Verongula sp.,85,,
2968,Amphimedon spp.,41,,
2969,Ectyoplasia,221,,
2970,Iotrochota,48,,
2971,Dendropoma cristatum (dead),7,,
2972,Ask Alec,10,,
2973,Ask Joe,38,,
2974,Blurry Not Sponge,0,,
2975,Siphonaria sp,6,,
2976,Patelloidea sp,34,,
2977,Hydroides sp,289,,
2978,Ascidians: Stalked: Colonial,6,,
2979,Ascidian: Stalked: Solitary:,0,,
2980,Ascidians: Unstalked: Colonial:Clavellina sp.,1,,
2981,Ascidians: Stalked: Solitary: pyura spinifera,0,,
2982,Crustacea: Barnacles: Acorn: Tetrachaelasma,0,,
2983,Crustacea: Barnacles: Stalked: Scalpellidae,0,,
2984,Cnidaria: True anemone: Fourlobed,0,,
2985,Cnidaria: True anemone: Flyrap,0,,
2986,Bryozoa: Hard: Massive: Celleporaria,0,,
2987,Cnidaria: True anemone: Other: orange,0,,
2988,Cnidaria: True anemone: Other: black,0,,
2989,Bryozoa: Hard: Fenestrate: Fenestrate Bryozoa,0,,
2990,Cnidaria: True anemone: Other: white,0,,
2991,Bryozoa: Hard: Fenestrate: Adeona grisea,0,,
2992,Cnidaria: Tube anemone,0,,
2993,Bryozoa: Hard: Branching: Adenolopsis sp.,0,,
2994,Cnidaria: Colonial anemone: zoanthids,62,,
2995,Bryozoa: Hard:Branching,0,,
2996,Sponges: crusts: encrusting,0,,
2997,Bryozoa: Soft:Dendroid,0,,
2998,Substrate: consolidated: cobbles,30,,
2999,Substrate: consolidated: boulder,2,,
3000,Bryozoa: Soft: Dendroid: Flustridae,0,,
3001,Substrate: unconsolidated: sand,0,,
3002,Bryozoa: Soft: Foliaceous:,0,,
3003,Substrate: consolidated: rock,42,,
3004,Macroalgae:ErectFineBranching:Green:caulerpaf,0,,
3005,Dynoides barnardii,8,,
3006,Megabalanus cocopoma,13,,
3007,Pavement (LOF),94634,,
3009,Encrusting Sponge (LOF),171,,
3010,Rubble (LOF),1714,,
3011,Leather Coral,5994,,
3012,Diadema (LOF),44,,
3014,Dead seagrass,524,,
3015,Turf/Filamentous,1409,,
3016,Turf Maybe,58,,
3017,Sandy Turfy Biotic Matrix,672,,
3018,1cm Xestospongia Muta,14,,
3019,Geodia ap,0,,
3020,Geodia sp.,34,,
3021,5mm Ailochroia crassa,0,,
3022,1cm Ailochroia crassa,0,,
3023,3cm Ailochroia crassa,1,,
3024,5cm Ailochroia crassa,1,,
3025,7cm Ailochroia crassa,1,,
3026,10cm Ailochroia crassa,0,,
3027,Diadema sp,21,,
3028,Dichothrix sp.,21,,
3029,Thin Biotic Matrix,894,,
3030,Green Rock,10,,
3031,1 cm Yellow Ear Sponge,5,,
3032,3 cm Yellow Ear Sponge,50,,
3033,1 cm Brown and White Sponge,1,,
3034,Biotic Matrix on Rubble,33,,
3035,Biotic Matrix on Pebbles,12,,
3036,Balanus trigonus,66,,
3037,Tesseropora rosea,271,,
3038,Tetraclitella purpurascens,12,,
3039,Branched algae,595,,
3040,"Leaf, Blade Coral",18,,
3041,Fan Worm,26,,
3042,Recruit 01,0,,
3043,Recruit 2,0,,
3044,Recruit 3,0,,
3045,Recruit 4,0,,
3046,Recruit 5,0,,
3047,Recruit 6,0,,
3048,Recruit 7,0,,
3049,Recruit 8,0,,
3050,Recruit 9,0,,
3051,Recruit 10,0,,
3052,Cribrochalina sp,13,,
3053,Watersipora subtorquata,14748,,
3054,Dipsastraea pallida,1335,,
3055,Dipsastraea speciosa,1003,,
3056,Dipsastraea favus,1004,,
3057,Scutellastra peronii,4,,
3058,Salmacina clysteri,20,,
3059,Niphates sp,3,,
3060,Bleached Anomastraea,0,,
3061,Bleached Leptastrea,0,,
3062,Bleached Plesiastrea,0,,
3063,Bleached Siderastrea,0,,
3064,Bleached Turbinarea,8,,
3065,Actinia tenebrosa,4,,
3066,Parvulastra exigua,4,,
3067,Green sponge,8,,
3068,WatSubLedge,165,,
3069,Bedeva paivae,2,,
3070,Cable Tie,161,,
3071,Digenea simplex,62,,
3072,Opheodesoma spectabilis,0,,
3073,Psammocora profundacella,79,,
3074,Cerithium sp.,9,,
3075,Bleached Acanthophora nayadiformis,28,,
3076,Dendrodoa carnea,17,,
3077,Molgula manhattensis,400,,
3078,Acropora tortuosa,8,,
3079,Beached Hypnea esperi,6,,
3080,Dead Agaricia,13275,,
3081,Echinometra viridis,569,,
3082,Acropora cervicornis dead,15,,
3083,Bleached Padina pavonica,36,,
3084,Hydnophora pilosa,1,,
3085,Nutrient Indicator Algae,1678,,
3086,Rumphella sp.,22,,
3087,Ralfsia expansa,5735,,
3088,Lyengaria,55,,
3089,Hydroclathrus,129,,
3090,Spiral Worm,0,,
3091,bleached algae,902,,
3092,Colonial Ascidian,4,,
3093,Arborescent Hard Coral,1217,,
3094,Table-like Hard Coral,1011,,
3095,Unattached Hard Coral,38,,
3097,Columnar Hard Coral,760,,
3098,Foliose Hard Coral,208,,
3099,Bushy Hard Coral,818,,
3100,Encrusting Soft Coral,444,,
3101,Massive Soft Coral,512,,
3102,Lobate Soft Coral,780,,
3103,Digitate Soft Coral,1544,,
3104,Fan-shaped Soft Coral,121,,
3105,Whip-like Soft Coral,155,,
3106,Bushy Soft Coral,9614,,
3107,Arborescent Soft Coral,768,,
3108,Foliose Macroalgae,177,,
3109,Corticated Foliose Macroalgae,3662,,
3110,Bushy Macroalgae,16,,
3111,Articulated Calcareous Macroalgae,153,,
3112,Pipe-like Sponge,97,,
3113,Lamellate Sponge,5,,
3114,Branching-repent Sponge,105,,
3115,Braching Bryozoan,0,,
3116,Other Encrusting,1982,,
3117,Other Branching Bryozoan,384,,
3118,Solitary Ascidian,24,,
3119,Gregarian Ascidian,16,,
3120,Arborescent Hydrozoan,191,,
3121,Stable Substrata,479,,
3122,Unstable Substrate,32642,,
3123,Others,4323,,
3124,Echinarachnius parma (Sand dollars),566,,
3125,Flounder,0,,
3126,Skate,0,,
3127,Asteroidea,0,,
3128,Morula marginalba,0,,
3129,Bossiella Sp.,111,,
3130,Hydroidolina Sp.,0,,
3131,Clytia gracilis,357,,
3132,Diplosoma Sp.,0,,
3133,Ascidia columbiana,236,,
3134,Scrupocellaria sp.,14,,
3135,Lichenoporidae sp.,3223,,
3136,Diaperoecia sp,4,,
3137,Cyclostomatida sp,25,,
3138,Alcyonidium sp.,17,,
3139,Spirorbinae,753,,
3140,Protoleodora aperata,0,,
3141,Crucigera zygophora,546,,
3143,Distaplia Sp.,88,,
3144,Protolaeospira eximia,0,,
3145,Paradexiospira vitrea,0,,
3146,Jugaria quadrangularis,0,,
3147,Circeis armoricana,0,,
3150,Crustose Corraline 1,187,,
3151,Crustose Corraline 2,300,,
3152,Crustose Corraline 3,238,,
3153,Crustose Corraline 4,19,,
3154,Light Brown Crust,164,,
3155,Dark Brown crust,151,,
3156,Bryozoan Irregular Zooid,4638,,
3157,Bryozoan Almond Zooid,1073,,
3158,Bryozoan Ovoid Zooid,271,,
3159,Orange encrusting bryozoan 1,62,,
3160,Orange gelatinous bryozoan,28,,
3161,Crepidula adunca,27,,
3162,Orange encrusting bryozoan 2,232,,
3163,Orange encrusting bryozoan 3,330,,
3164,Upright Heavily Branched Structures,260,,
3165,Noodles,38,,
3166,Corals:Stony Coral:Branching,1,,
3167,Corals:Stony Coral:Encrusting,0,,
3169,Corals:Stony Coral:Musroom,0,,
3170,Corals:Stony Coral:Submassive,0,,
3171,Coral:Soft Coral,0,,
3172,Coral:Dead Coral,0,,
3173,Sponges spons,0,,
3174,Macroalga,0,,
3175,Coral:Rock,0,,
3176,Corals:Stony Coral:Mushroom,57,,
3177,Coral:SoftCorals,44,,
3178,Corals:Stony Coral:Acropora:Submassive,25,,
3179,White Encrusting Bryozoan 1,66,,
3180,Orange encrusting bryozoan 4,29,,
3181,Coral:Dead coral coral,7,,
3182,coral:sponges,1,,
3183,corals:Macroalga,0,,
3184,corals:rock,5,,
3185,Sand_Soft,197,,
3186,rubble coral,17785,,
3187,Corals:stonycoral:digitat,0,,
3188,Others OT,85,,
3189,coral:stonycoral,foliosa,9,
3190,algae others,0,,
3191,Sponge: other,187,,
3192,Red algae - Crustose coralline algae,285,,
3193,Filamentous red algae,0,,
3194,Cirripedia - Barnacle,394,,
3195,Bare mangrove root or substrate,4940,,
3196,Green algae - filamentous,40,,
3197,Red algae - filamentous,830,,
3198,Green algae - Caulerpa grape,0,,
3199,Mangrove Oyster,0,,
3200,Hydrozoa,28,,
3201,Red algae - branching,412,,
3202,Porifera - orange,0,,
3203,Porifera - red,0,,
3204,Not root,19257,,
3205,Polychaete - tube worm,129,,
3206,Porifera - blue,5452,,
3207,Porifera - purple,0,,
3208,Anemone,1936,,
3209,Hypnea,2350,,
3210,Zooanthid,417,,
3211,Anomia achaeus,1,,
3212,Bivalvia,24,,
3213,Chelonibia testudinaria,0,,
3214,Conopeum reticulum,0,,
3215,Demospongiae,7256,,
3216,Dendostrea sandvichensis,6,,
3217,Gryphaeidae,0,,
3218,Hexactinellida,0,,
3219,Isognomon nucleus,9,,
3220,Limaria Link,0,,
3221,Modiolus barbatus,1,,
3222,Ostrea sp.1,0,,
3223,Ostrea sp.2,0,,
3224,Ostrea sp.3,0,,
3225,Paracyathus,0,,
3226,Pinna bicolor,4,,
3227,Pteria aegyptiaca,20,,
3228,Pteria penguin,0,,
3229,Spondylus sp,0,,
3230,Balanus sp.,0,,
3231,Bleached Tubastrea,0,,
3232,Cycloseris,0,,
